,MED2
10734,b'-9'
10735,b'06125'
10736,b'15395'
10737,b'08202'
10738,b'-9'
10739,b'19675'
10740,b'-9'
10741,b'-9'
10742,b'18555'
10743,b'-9'
10744,b'05895'
10745,b'99133'
10746,b'-9'
10747,b'-9'
10748,b'-9'
10749,b'-9'
10750,b'-9'
10751,b'-9'
10752,b'-9'
10753,b'92105'
10754,b'26785'
10755,b'95050'
10756,b'-9'
10757,b'96022'
10758,b'03319'
10759,b'00280'
10760,b'26785'
10761,b'19675'
10762,b'26785'
10763,b'-9'
10764,b'-9'
10765,b'28800'
10766,b'19070'
10767,b'00260'
10768,b'19180'
10769,b'-9'
10770,b'92161'
10771,b'23715'
10772,b'-9'
10773,b'-9'
10774,b'-9'
10775,b'00260'
10776,b'-9'
10777,b'99123'
10778,b'-9'
10779,b'93187'
10780,b'19070'
10781,b'12635'
10782,b'33843'
10783,b'91061'
10784,b'-9'
10785,b'-9'
10786,b'-9'
10787,b'-9'
10788,b'-9'
10789,b'19180'
10790,b'-9'
10791,b'60115'
10792,b'-9'
10793,b'-9'
10794,b'-9'
10795,b'28495'
10796,b'00184'
10797,b'-9'
10798,b'-9'
10799,b'-9'
10800,b'26785'
10801,b'-9'
10802,b'26785'
10803,b'-9'
10804,b'23715'
10805,b'-9'
10806,b'-9'
10807,b'-9'
10808,b'-9'
10809,b'-9'
10810,b'-9'
10811,b'-9'
10812,b'02982'
10813,b'03905'
10814,b'28495'
10815,b'-9'
10816,b'00169'
10817,b'99080'
10818,b'-9'
10819,b'96174'
10820,b'09585'
10821,b'-9'
10822,b'09585'
10823,b'-9'
10824,b'-9'
10825,b'-9'
10826,b'-9'
10827,b'-9'
10828,b'17888'
10829,b'-9'
10830,b'-9'
10831,b'01630'
10832,b'-9'
10833,b'-9'
10834,b'-9'
10835,b'28495'
10836,b'-9'
10837,b'04000'
10838,b'-9'
10839,b'-9'
10840,b'17485'
10841,b'20730'
10842,b'-9'
10843,b'-9'
10844,b'17375'
10845,b'-9'
10846,b'03319'
10847,b'-9'
10848,b'24885'
10849,b'-9'
10850,b'13838'
10851,b'61160'
10852,b'-9'
10853,b'-9'
10854,b'-9'
10855,b'92105'
10856,b'16475'
10857,b'92141'
10858,b'-9'
10859,b'61160'
10860,b'-9'
10861,b'-9'
10862,b'-9'
10863,b'99999'
10864,b'-9'
10865,b'61160'
10866,b'24890'
10867,b'93179'
10868,b'89020'
10869,b'-9'
10870,b'-9'
10871,b'-9'
10872,b'03197'
10873,b'-9'
10874,b'-9'
10875,b'-9'
10876,b'-9'
10877,b'-9'
10878,b'-9'
10879,b'-9'
10880,b'-9'
10881,b'93386'
10882,b'-9'
10883,b'-9'
10884,b'08222'
10885,b'-9'
10886,b'-9'
10887,b'20285'
10888,b'95005'
10889,b'42800'
10890,b'96041'
10891,b'-9'
10892,b'23755'
10893,b'04120'
10894,b'99080'
10895,b'93386'
10896,b'92105'
10897,b'23790'
10898,b'-9'
10899,b'-9'
10900,b'19675'
10901,b'-9'
10902,b'15395'
10903,b'42800'
10904,b'31005'
10905,b'-9'
10906,b'92105'
10907,b'-9'
10908,b'-9'
10909,b'-9'
10910,b'19675'
10911,b'35023'
10912,b'02995'
10913,b'08222'
10914,b'00280'
10915,b'-9'
10916,b'-9'
10917,b'92105'
10918,b'06839'
10919,b'92161'
10920,b'-9'
10921,b'-9'
10922,b'42800'
10923,b'98036'
10924,b'-9'
10925,b'09377'
10926,b'42800'
10927,b'16475'
10928,b'-9'
10929,b'00280'
10930,b'93090'
10931,b'26255'
10932,b'-9'
10933,b'97157'
10934,b'98036'
10935,b'-9'
10936,b'-9'
10937,b'-9'
10938,b'-9'
10939,b'24890'
10940,b'95050'
10941,b'-9'
10942,b'-9'
10943,b'32845'
10944,b'-9'
10945,b'-9'
10946,b'-9'
10947,b'-9'
10948,b'-9'
10949,b'92105'
10950,b'-9'
10951,b'-9'
10952,b'92105'
10953,b'07412'
10954,b'-9'
10955,b'-9'
10956,b'-9'
10957,b'-9'
10958,b'-9'
10959,b'-9'
10960,b'07412'
10961,b'-9'
10962,b'04803'
10963,b'18640'
10964,b'-9'
10965,b'98036'
10966,b'95050'
10967,b'-9'
10968,b'-9'
10969,b'-9'
10970,b'-9'
10971,b'-9'
10972,b'12635'
10973,b'-9'
10974,b'12635'
10975,b'-9'
10976,b'33588'
10977,b'17165'
10978,b'-9'
10979,b'12033'
10980,b'97113'
10981,b'-9'
10982,b'03430'
10983,b'-9'
10984,b'92105'
10985,b'22315'
10986,b'-9'
10987,b'16475'
10988,b'03430'
10989,b'-9'
10990,b'-9'
10991,b'-9'
10992,b'-9'
10993,b'98036'
10994,b'-9'
10995,b'22315'
10996,b'-9'
10997,b'-9'
10998,b'-9'
10999,b'95050'
11000,b'-9'
11001,b'-9'
11002,b'16475'
11003,b'-9'
11004,b'-9'
11005,b'-9'
11006,b'-9'
11007,b'-9'
11008,b'02315'
11009,b'97142'
11010,b'06905'
11011,b'-9'
11012,b'89012'
11013,b'-9'
11014,b'-9'
11015,b'16475'
11016,b'02158'
11017,b'-9'
11018,b'02875'
11019,b'-9'
11020,b'-9'
11021,b'03097'
11022,b'31015'
11023,b'95005'
11024,b'12478'
11025,b'-9'
11026,b'07265'
11027,b'-9'
11028,b'19218'
11029,b'-9'
11030,b'-9'
11031,b'95050'
11032,b'-9'
11033,b'-9'
11034,b'-9'
11035,b'-9'
11036,b'-9'
11037,b'92105'
11038,b'-9'
11039,b'-9'
11040,b'-9'
11041,b'-9'
11042,b'-9'
11043,b'08222'
11044,b'-9'
11045,b'95020'
11046,b'28455'
11047,b'94014'
11048,b'97163'
11049,b'28495'
11050,b'-9'
11051,b'92105'
11052,b'97163'
11053,b'-9'
11054,b'22065'
11055,b'-9'
11056,b'15005'
11057,b'92141'
11058,b'92126'
11059,b'93220'
11060,b'-9'
11061,b'-9'
11062,b'-9'
11063,b'09075'
11064,b'02209'
11065,b'93220'
11066,b'-9'
11067,b'28495'
11068,b'-9'
11069,b'96028'
11070,b'-9'
11071,b'-9'
11072,b'25220'
11073,b'-9'
11074,b'97163'
11075,b'-9'
11076,b'00280'
11077,b'28495'
11078,b'-9'
11079,b'-9'
11080,b'98008'
11081,b'23755'
11082,b'19650'
11083,b'92141'
11084,b'23228'
11085,b'07265'
11086,b'20310'
11087,b'92111'
11088,b'-9'
11089,b'92141'
11090,b'09075'
11091,b'28495'
11092,b'96028'
11093,b'-9'
11094,b'-9'
11095,b'-9'
11096,b'-9'
11097,b'14240'
11098,b'21160'
11099,b'04529'
11100,b'-9'
11101,b'-9'
11102,b'14240'
11103,b'-9'
11104,b'98093'
11105,b'92111'
11106,b'-9'
11107,b'93396'
11108,b'93396'
11109,b'-9'
11110,b'92141'
11111,b'02805'
11112,b'96007'
11113,b'-9'
11114,b'97157'
11115,b'-9'
11116,b'-9'
11117,b'93211'
11118,b'09545'
11119,b'99133'
11120,b'93211'
11121,b'-9'
11122,b'-9'
11123,b'-9'
11124,b'91099'
11125,b'-9'
11126,b'-9'
11127,b'-9'
11128,b'-9'
11129,b'-9'
11130,b'-9'
11131,b'-9'
11132,b'97157'
11133,b'-9'
11134,b'-9'
11135,b'-9'
11136,b'-9'
11137,b'-9'
11138,b'-9'
11139,b'-9'
11140,b'08077'
11141,b'09455'
11142,b'-9'
11143,b'-9'
11144,b'-9'
11145,b'91069'
11146,b'03410'
11147,b'16975'
11148,b'-9'
11149,b'02805'
11150,b'12196'
11151,b'93220'
11152,b'10087'
11153,b'-9'
11154,b'-9'
11155,b'-9'
11156,b'-9'
11157,b'-9'
11158,b'93396'
11159,b'98008'
11160,b'97157'
11161,b'-9'
11162,b'98008'
11163,b'15395'
11164,b'02805'
11165,b'99999'
11166,b'91099'
11167,b'-9'
11168,b'93220'
11169,b'06985'
11170,b'12034'
11171,b'19840'
11172,b'04315'
11173,b'19840'
11174,b'97157'
11175,b'93396'
11176,b'20290'
11177,b'-9'
11178,b'01266'
11179,b'16975'
11180,b'98008'
11181,b'-9'
11182,b'93396'
11183,b'93220'
11184,b'91062'
11185,b'94114'
11186,b'41315'
11187,b'99133'
11188,b'-9'
11189,b'-9'
11190,b'93396'
11191,b'-9'
11192,b'96041'
11193,b'-9'
11194,b'-9'
11195,b'02805'
11196,b'-9'
11197,b'02805'
11198,b'91084'
11199,b'-9'
11200,b'15395'
11201,b'32920'
11202,b'-9'
11203,b'-9'
11204,b'02982'
11205,b'-9'
11206,b'19290'
11207,b'32920'
11208,b'95050'
11209,b'-9'
11210,b'98036'
11211,b'32920'
11212,b'-9'
11213,b'-9'
11214,b'19675'
11215,b'-9'
11216,b'96041'
11217,b'92105'
11218,b'-9'
11219,b'-9'
11220,b'96045'
11221,b'-9'
11222,b'00597'
11223,b'17165'
11224,b'-9'
11225,b'99133'
11226,b'03905'
11227,b'-9'
11228,b'61295'
11229,b'96045'
11230,b'61295'
11231,b'32905'
11232,b'21160'
11233,b'19675'
11234,b'-9'
11235,b'-9'
11236,b'-9'
11237,b'-9'
11238,b'23120'
11239,b'-9'
11240,b'03905'
11241,b'32905'
11242,b'61295'
11243,b'32905'
11244,b'19675'
11245,b'98036'
11246,b'04072'
11247,b'12967'
11248,b'-9'
11249,b'-9'
11250,b'-9'
11251,b'28495'
11252,b'08227'
11253,b'03392'
11254,b'19675'
11255,b'32920'
11256,b'06470'
11257,b'32905'
11258,b'19675'
11259,b'-9'
11260,b'-9'
11261,b'24890'
11262,b'42800'
11263,b'12088'
11264,b'02982'
11265,b'-9'
11266,b'15600'
11267,b'-9'
11268,b'00002'
11269,b'95149'
11270,b'19675'
11271,b'32905'
11272,b'42800'
11273,b'01630'
11274,b'19675'
11275,b'-9'
11276,b'16895'
11277,b'92161'
11278,b'32905'
11279,b'19675'
11280,b'15395'
11281,b'21185'
11282,b'01017'
11283,b'19675'
11284,b'-9'
11285,b'-9'
11286,b'-9'
11287,b'-9'
11288,b'-9'
11289,b'-9'
11290,b'-9'
11291,b'-9'
11292,b'-9'
11293,b'-9'
11294,b'-9'
11295,b'-9'
11296,b'-9'
11297,b'-9'
11298,b'-9'
11299,b'-9'
11300,b'-9'
11301,b'-9'
11302,b'-9'
11303,b'-9'
11304,b'-9'
11305,b'-9'
11306,b'-9'
11307,b'-9'
11308,b'-9'
11309,b'-9'
11310,b'-9'
11311,b'-9'
11312,b'-9'
11313,b'-9'
11314,b'-9'
11315,b'-9'
11316,b'-9'
11317,b'-9'
11318,b'-9'
11319,b'-9'
11320,b'-9'
11321,b'-9'
11322,b'-9'
11323,b'-9'
11324,b'-9'
11325,b'-9'
11326,b'-9'
11327,b'-9'
11328,b'-9'
11329,b'-9'
11330,b'-9'
11331,b'-9'
11332,b'-9'
11333,b'-9'
11334,b'-9'
11335,b'-9'
11336,b'-9'
11337,b'-9'
11338,b'-9'
11339,b'-9'
11340,b'-9'
11341,b'-9'
11342,b'-9'
11343,b'-9'
11344,b'-9'
11345,b'-9'
11346,b'-9'
11347,b'-9'
11348,b'-9'
11349,b'-9'
11350,b'-9'
11351,b'-9'
11352,b'-9'
11353,b'-9'
11354,b'-9'
11355,b'-9'
11356,b'-9'
11357,b'-9'
11358,b'-9'
11359,b'-9'
11360,b'-9'
11361,b'-9'
11362,b'-9'
11363,b'-9'
11364,b'-9'
11365,b'-9'
11366,b'-9'
11367,b'-9'
11368,b'-9'
11369,b'-9'
11370,b'-9'
11371,b'-9'
11372,b'-9'
11373,b'-9'
11374,b'42800'
11375,b'20285'
11376,b'06905'
11377,b'32920'
11378,b'07457'
11379,b'99133'
11380,b'19675'
11381,b'02900'
11382,b'-9'
11383,b'-9'
11384,b'02042'
11385,b'02805'
11386,b'-9'
11387,b'92105'
11388,b'19650'
11389,b'96041'
11390,b'99080'
11391,b'-9'
11392,b'-9'
11393,b'19650'
11394,b'92105'
11395,b'92105'
11396,b'-9'
11397,b'-9'
11398,b'09600'
11399,b'-9'
11400,b'93179'
11401,b'12585'
11402,b'32920'
11403,b'-9'
11404,b'08222'
11405,b'99098'
11406,b'-9'
11407,b'23755'
11408,b'19650'
11409,b'93179'
11410,b'99098'
11411,b'05789'
11412,b'42800'
11413,b'23755'
11414,b'-9'
11415,b'-9'
11416,b'03368'
11417,b'-9'
11418,b'92161'
11419,b'26255'
11420,b'17495'
11421,b'-9'
11422,b'42800'
11423,b'23755'
11424,b'19650'
11425,b'-9'
11426,b'92105'
11427,b'42800'
11428,b'92105'
11429,b'93187'
11430,b'-9'
11431,b'32905'
11432,b'-9'
11433,b'-9'
11434,b'96041'
11435,b'-9'
11436,b'-9'
11437,b'-9'
11438,b'-9'
11439,b'42800'
11440,b'92105'
11441,b'91000'
11442,b'93156'
11443,b'-9'
11444,b'00042'
11445,b'09600'
11446,b'-9'
11447,b'-9'
11448,b'03410'
11449,b'-9'
11450,b'09600'
11451,b'19675'
11452,b'-9'
11453,b'93179'
11454,b'-9'
11455,b'01630'
11456,b'02900'
11457,b'12149'
11458,b'02900'
11459,b'42800'
11460,b'12635'
11461,b'-9'
11462,b'-9'
11463,b'18640'
11464,b'-9'
11465,b'61295'
11466,b'01630'
11467,b'42800'
11468,b'08585'
11469,b'-9'
11470,b'89066'
11471,b'42800'
11472,b'42800'
11473,b'-9'
11474,b'-9'
11475,b'01838'
11476,b'-9'
11477,b'-9'
11478,b'-9'
11479,b'02805'
11480,b'20285'
11481,b'24890'
11482,b'95050'
11483,b'-9'
11484,b'-9'
11485,b'42800'
11486,b'92105'
11487,b'31005'
11488,b'-9'
11489,b'89066'
11490,b'16475'
11491,b'-9'
11492,b'92105'
11493,b'-9'
11494,b'23120'
11495,b'92105'
11496,b'03410'
11497,b'98036'
11498,b'93203'
11499,b'19650'
11500,b'33555'
11501,b'-9'
11502,b'92105'
11503,b'-9'
11504,b'03113'
11505,b'97020'
11506,b'03905'
11507,b'-9'
11508,b'31025'
11509,b'95005'
11510,b'28800'
11511,b'92105'
11512,b'-9'
11513,b'-9'
11514,b'07470'
11515,b'06920'
11516,b'32905'
11517,b'-9'
11518,b'-9'
11519,b'-9'
11520,b'06920'
11521,b'-9'
11522,b'-9'
11523,b'92105'
11524,b'24890'
11525,b'12715'
11526,b'92105'
11527,b'19675'
11528,b'19675'
11529,b'42800'
11530,b'-9'
11531,b'11540'
11532,b'-9'
11533,b'19675'
11534,b'00785'
11535,b'61295'
11536,b'-9'
11537,b'92020'
11538,b'01838'
11539,b'-9'
11540,b'-9'
11541,b'03430'
11542,b'-9'
11543,b'06883'
11544,b'19650'
11545,b'-9'
11546,b'-9'
11547,b'24653'
11548,b'99133'
11549,b'15395'
11550,b'89012'
11551,b'08585'
11552,b'-9'
11553,b'03430'
11554,b'02805'
11555,b'92105'
11556,b'92105'
11557,b'26785'
11558,b'32905'
11559,b'-9'
11560,b'17495'
11561,b'-9'
11562,b'-9'
11563,b'91000'
11564,b'93224'
11565,b'89045'
11566,b'42800'
11567,b'06839'
11568,b'20285'
11569,b'23228'
11570,b'-9'
11571,b'23845'
11572,b'-9'
11573,b'61160'
11574,b'04055'
11575,b'31025'
11576,b'00280'
11577,b'32920'
11578,b'-9'
11579,b'93220'
11580,b'89020'
11581,b'89020'
11582,b'-9'
11583,b'-9'
11584,b'96041'
11585,b'92141'
11586,b'32920'
11587,b'-9'
11588,b'96007'
11589,b'-9'
11590,b'-9'
11591,b'-9'
11592,b'-9'
11593,b'99101'
11594,b'09850'
11595,b'93352'
11596,b'-9'
11597,b'06125'
11598,b'-9'
11599,b'-9'
11600,b'93220'
11601,b'-9'
11602,b'92141'
11603,b'42800'
11604,b'06839'
11605,b'14415'
11606,b'19650'
11607,b'21160'
11608,b'-9'
11609,b'-9'
11610,b'-9'
11611,b'02805'
11612,b'01209'
11613,b'24890'
11614,b'-9'
11615,b'19650'
11616,b'-9'
11617,b'15395'
11618,b'14840'
11619,b'23228'
11620,b'02805'
11621,b'-9'
11622,b'19650'
11623,b'-9'
11624,b'92161'
11625,b'-9'
11626,b'04473'
11627,b'09149'
11628,b'-9'
11629,b'98036'
11630,b'22315'
11631,b'06839'
11632,b'24650'
11633,b'92105'
11634,b'-9'
11635,b'98036'
11636,b'-9'
11637,b'93220'
11638,b'17485'
11639,b'-9'
11640,b'-9'
11641,b'20285'
11642,b'19180'
11643,b'28495'
11644,b'09149'
11645,b'20285'
11646,b'-9'
11647,b'17485'
11648,b'-9'
11649,b'92141'
11650,b'24890'
11651,b'-9'
11652,b'92141'
11653,b'-9'
11654,b'-9'
11655,b'-9'
11656,b'-9'
11657,b'-9'
11658,b'21145'
11659,b'-9'
11660,b'92141'
11661,b'-9'
11662,b'-9'
11663,b'-9'
11664,b'06920'
11665,b'92141'
11666,b'92141'
11667,b'21160'
11668,b'-9'
11669,b'15395'
11670,b'-9'
11671,b'-9'
11672,b'07275'
11673,b'-9'
11674,b'20285'
11675,b'09149'
11676,b'98036'
11677,b'-9'
11678,b'89039'
11679,b'06125'
11680,b'-9'
11681,b'32905'
11682,b'24885'
11683,b'92161'
11684,b'-9'
11685,b'02805'
11686,b'03905'
11687,b'92161'
11688,b'15395'
11689,b'-9'
11690,b'-9'
11691,b'32920'
11692,b'35060'
11693,b'-9'
11694,b'61080'
11695,b'32905'
11696,b'-9'
11697,b'19675'
11698,b'-9'
11699,b'32905'
11700,b'-9'
11701,b'17370'
11702,b'12028'
11703,b'-9'
11704,b'21160'
11705,b'06920'
11706,b'28455'
11707,b'02805'
11708,b'-9'
11709,b'07652'
11710,b'12028'
11711,b'28495'
11712,b'28495'
11713,b'93214'
11714,b'96041'
11715,b'12028'
11716,b'93352'
11717,b'08231'
11718,b'-9'
11719,b'02900'
11720,b'08619'
11721,b'-9'
11722,b'08077'
11723,b'-9'
11724,b'19650'
11725,b'20290'
11726,b'12028'
11727,b'-9'
11728,b'-9'
11729,b'32930'
11730,b'91069'
11731,b'99133'
11732,b'02119'
11733,b'00283'
11734,b'20290'
11735,b'15395'
11736,b'-9'
11737,b'01405'
11738,b'91088'
11739,b'02119'
11740,b'97073'
11741,b'28495'
11742,b'13111'
11743,b'-9'
11744,b'89020'
11745,b'00198'
11746,b'28495'
11747,b'20290'
11748,b'24890'
11749,b'15395'
11750,b'02805'
11751,b'-9'
11752,b'92161'
11753,b'01022'
11754,b'-9'
11755,b'17715'
11756,b'91099'
11757,b'91096'
11758,b'-9'
11759,b'99133'
11760,b'99133'
11761,b'-9'
11762,b'24890'
11763,b'00184'
11764,b'08090'
11765,b'15395'
11766,b'14040'
11767,b'96041'
11768,b'-9'
11769,b'13118'
11770,b'-9'
11771,b'-9'
11772,b'-9'
11773,b'61295'
11774,b'-9'
11775,b'20290'
11776,b'92161'
11777,b'91072'
11778,b'20290'
11779,b'99101'
11780,b'-9'
11781,b'00283'
11782,b'96041'
11783,b'-9'
11784,b'94104'
11785,b'92141'
11786,b'28495'
11787,b'92161'
11788,b'24975'
11789,b'08681'
11790,b'92161'
11791,b'12865'
11792,b'15395'
11793,b'93396'
11794,b'12028'
11795,b'-9'
11796,b'02037'
11797,b'-9'
11798,b'-9'
11799,b'10355'
11800,b'-9'
11801,b'17370'
11802,b'09850'
11803,b'-9'
11804,b'92105'
11805,b'-9'
11806,b'-9'
11807,b'-9'
11808,b'32905'
11809,b'12635'
11810,b'-9'
11811,b'60775'
11812,b'28800'
11813,b'93187'
11814,b'-9'
11815,b'-9'
11816,b'-9'
11817,b'02158'
11818,b'27368'
11819,b'-9'
11820,b'92105'
11821,b'-9'
11822,b'98036'
11823,b'94116'
11824,b'-9'
11825,b'60775'
11826,b'60115'
11827,b'02158'
11828,b'-9'
11829,b'98036'
11830,b'07930'
11831,b'-9'
11832,b'89045'
11833,b'21280'
11834,b'07616'
11835,b'-9'
11836,b'-9'
11837,b'-9'
11838,b'04120'
11839,b'23755'
11840,b'-9'
11841,b'05895'
11842,b'-9'
11843,b'29285'
11844,b'14990'
11845,b'-9'
11846,b'-9'
11847,b'92105'
11848,b'-9'
11849,b'00976'
11850,b'27368'
11851,b'-9'
11852,b'-9'
11853,b'06985'
11854,b'07795'
11855,b'-9'
11856,b'-9'
11857,b'92161'
11858,b'-9'
11859,b'98109'
11860,b'94116'
11861,b'-9'
11862,b'92161'
11863,b'93203'
11864,b'17375'
11865,b'-9'
11866,b'-9'
11867,b'-9'
11868,b'23755'
11869,b'92105'
11870,b'-9'
11871,b'03438'
11872,b'92105'
11873,b'98036'
11874,b'27840'
11875,b'92105'
11876,b'92161'
11877,b'-9'
11878,b'-9'
11879,b'-9'
11880,b'-9'
11881,b'23755'
11882,b'28800'
11883,b'-9'
11884,b'-9'
11885,b'-9'
11886,b'-9'
11887,b'91043'
11888,b'-9'
11889,b'-9'
11890,b'-9'
11891,b'01017'
11892,b'19675'
11893,b'31005'
11894,b'97045'
11895,b'-9'
11896,b'32855'
11897,b'21280'
11898,b'01630'
11899,b'92161'
11900,b'26785'
11901,b'04120'
11902,b'04178'
11903,b'-9'
11904,b'92105'
11905,b'07930'
11906,b'93214'
11907,b'27445'
11908,b'12490'
11909,b'09334'
11910,b'33735'
11911,b'29955'
11912,b'92164'
11913,b'99133'
11914,b'98036'
11915,b'07265'
11916,b'91061'
11917,b'-9'
11918,b'23228'
11919,b'19675'
11920,b'03905'
11921,b'17485'
11922,b'-9'
11923,b'-9'
11924,b'-9'
11925,b'-9'
11926,b'17495'
11927,b'-9'
11928,b'92161'
11929,b'-9'
11930,b'23755'
11931,b'92105'
11932,b'-9'
11933,b'42800'
11934,b'17495'
11935,b'-9'
11936,b'-9'
11937,b'-9'
11938,b'-9'
11939,b'98036'
11940,b'23755'
11941,b'89066'
11942,b'-9'
11943,b'-9'
11944,b'-9'
11945,b'-9'
11946,b'42800'
11947,b'-9'
11948,b'-9'
11949,b'-9'
11950,b'-9'
11951,b'61295'
11952,b'-9'
11953,b'-9'
11954,b'00785'
11955,b'01055'
11956,b'06985'
11957,b'03430'
11958,b'-9'
11959,b'92161'
11960,b'92105'
11961,b'-9'
11962,b'-9'
11963,b'92105'
11964,b'-9'
11965,b'20290'
11966,b'-9'
11967,b'19675'
11968,b'-9'
11969,b'42800'
11970,b'08585'
11971,b'-9'
11972,b'92105'
11973,b'32905'
11974,b'20285'
11975,b'20290'
11976,b'00042'
11977,b'23755'
11978,b'89039'
11979,b'20290'
11980,b'01630'
11981,b'-9'
11982,b'24890'
11983,b'00002'
11984,b'17165'
11985,b'95050'
11986,b'-9'
11987,b'01017'
11988,b'32930'
11989,b'-9'
11990,b'08222'
11991,b'09600'
11992,b'-9'
11993,b'18215'
11994,b'-9'
11995,b'-9'
11996,b'03905'
11997,b'89039'
11998,b'99133'
11999,b'-9'
12000,b'00002'
12001,b'-9'
12002,b'89039'
12003,b'98036'
12004,b'97045'
12005,b'-9'
12006,b'-9'
12007,b'89039'
12008,b'-9'
12009,b'-9'
12010,b'92105'
12011,b'60640'
12012,b'24890'
12013,b'12635'
12014,b'92105'
12015,b'02875'
12016,b'-9'
12017,b'-9'
12018,b'60775'
12019,b'99133'
12020,b'-9'
12021,b'-9'
12022,b'12715'
12023,b'-9'
12024,b'00260'
12025,b'-9'
12026,b'06985'
12027,b'08222'
12028,b'24890'
12029,b'-9'
12030,b'15395'
12031,b'-9'
12032,b'08585'
12033,b'24890'
12034,b'-9'
12035,b'19218'
12036,b'24890'
12037,b'-9'
12038,b'-9'
12039,b'-9'
12040,b'-9'
12041,b'-9'
12042,b'01017'
12043,b'-9'
12044,b'14955'
12045,b'-9'
12046,b'99133'
12047,b'-9'
12048,b'28800'
12049,b'61160'
12050,b'-9'
12051,b'94124'
12052,b'-9'
12053,b'-9'
12054,b'-9'
12055,b'-9'
12056,b'14770'
12057,b'21160'
12058,b'93337'
12059,b'-9'
12060,b'-9'
12061,b'15395'
12062,b'08222'
12063,b'08222'
12064,b'93214'
12065,b'00002'
12066,b'-9'
12067,b'-9'
12068,b'08222'
12069,b'00042'
12070,b'-9'
12071,b'99106'
12072,b'99133'
12073,b'93179'
12074,b'-9'
12075,b'-9'
12076,b'-9'
12077,b'-9'
12078,b'02805'
12079,b'01630'
12080,b'12635'
12081,b'-9'
12082,b'-9'
12083,b'15545'
12084,b'-9'
12085,b'-9'
12086,b'28495'
12087,b'-9'
12088,b'93090'
12089,b'02805'
12090,b'18664'
12091,b'19650'
12092,b'-9'
12093,b'-9'
12094,b'-9'
12095,b'-9'
12096,b'-9'
12097,b'-9'
12098,b'15395'
12099,b'-9'
12100,b'-9'
12101,b'89020'
12102,b'09389'
12103,b'12046'
12104,b'-9'
12105,b'-9'
12106,b'-9'
12107,b'-9'
12108,b'-9'
12109,b'-9'
12110,b'15395'
12111,b'06985'
12112,b'-9'
12113,b'21130'
12114,b'-9'
12115,b'26255'
12116,b'-9'
12117,b'17165'
12118,b'93203'
12119,b'32905'
12120,b'23228'
12121,b'94146'
12122,b'-9'
12123,b'02805'
12124,b'91061'
12125,b'-9'
12126,b'00002'
12127,b'23228'
12128,b'94114'
12129,b'-9'
12130,b'15395'
12131,b'93090'
12132,b'-9'
12133,b'92161'
12134,b'12635'
12135,b'92105'
12136,b'20285'
12137,b'-9'
12138,b'-9'
12139,b'-9'
12140,b'20290'
12141,b'-9'
12142,b'28495'
12143,b'24975'
12144,b'02042'
12145,b'02805'
12146,b'93090'
12147,b'15395'
12148,b'-9'
12149,b'02805'
12150,b'-9'
12151,b'20290'
12152,b'-9'
12153,b'05430'
12154,b'-9'
12155,b'-9'
12156,b'15395'
12157,b'19650'
12158,b'09600'
12159,b'-9'
12160,b'-9'
12161,b'-9'
12162,b'32905'
12163,b'-9'
12164,b'19650'
12165,b'-9'
12166,b'06920'
12167,b'-9'
12168,b'-9'
12169,b'19650'
12170,b'24975'
12171,b'23228'
12172,b'23228'
12173,b'22315'
12174,b'-9'
12175,b'41780'
12176,b'09600'
12177,b'-9'
12178,b'-9'
12179,b'09389'
12180,b'-9'
12181,b'-9'
12182,b'92105'
12183,b'-9'
12184,b'32905'
12185,b'12046'
12186,b'-9'
12187,b'-9'
12188,b'-9'
12189,b'-9'
12190,b'-9'
12191,b'-9'
12192,b'15395'
12193,b'92105'
12194,b'30880'
12195,b'06920'
12196,b'09600'
12197,b'99133'
12198,b'92105'
12199,b'92105'
12200,b'07412'
12201,b'28495'
12202,b'-9'
12203,b'07250'
12204,b'03905'
12205,b'42800'
12206,b'-9'
12207,b'-9'
12208,b'61080'
12209,b'97168'
12210,b'-9'
12211,b'93224'
12212,b'-9'
12213,b'91069'
12214,b'-9'
12215,b'00645'
12216,b'33555'
12217,b'-9'
12218,b'92105'
12219,b'34110'
12220,b'32905'
12221,b'14985'
12222,b'34110'
12223,b'-9'
12224,b'42800'
12225,b'92180'
12226,b'42800'
12227,b'-9'
12228,b'12046'
12229,b'-9'
12230,b'26255'
12231,b'99123'
12232,b'06138'
12233,b'-9'
12234,b'03905'
12235,b'27340'
12236,b'-9'
12237,b'34270'
12238,b'02805'
12239,b'96173'
12240,b'06110'
12241,b'-9'
12242,b'-9'
12243,b'-9'
12244,b'-9'
12245,b'-9'
12246,b'93220'
12247,b'97020'
12248,b'31025'
12249,b'-9'
12250,b'12635'
12251,b'42800'
12252,b'92105'
12253,b'-9'
12254,b'35060'
12255,b'92105'
12256,b'26255'
12257,b'34110'
12258,b'-9'
12259,b'-9'
12260,b'34110'
12261,b'12046'
12262,b'-9'
12263,b'-9'
12264,b'-9'
12265,b'92180'
12266,b'95050'
12267,b'35060'
12268,b'92180'
12269,b'92105'
12270,b'-9'
12271,b'-9'
12272,b'12046'
12273,b'92161'
12274,b'-9'
12275,b'03905'
12276,b'07450'
12277,b'99128'
12278,b'-9'
12279,b'09075'
12280,b'03430'
12281,b'09585'
12282,b'-9'
12283,b'-9'
12284,b'92141'
12285,b'-9'
12286,b'-9'
12287,b'02310'
12288,b'06125'
