,RX1V1C1
307,b'001'
308,
309,
310,
311,
312,b'242'
313,
314,b'057'
315,
316,b'097'
317,
318,
319,
320,b'242'
321,b'057'
322,
323,
324,b'057'
325,
326,
327,
328,b'358'
329,b'242'
330,
331,
332,
333,b'242'
334,b'087'
335,
336,
337,
338,
339,b'057'
340,b'242'
341,b'057'
342,
343,
344,
345,
346,b'057'
347,b'242'
348,
349,b'242'
350,b'242'
351,b'105'
352,
353,
354,
355,b'057'
356,b'242'
357,
358,b'133'
359,
360,b'057'
361,b'040'
362,
363,b'057'
364,
365,b'097'
366,b'087'
367,
368,b'040'
369,
370,b'242'
371,b'242'
372,b'081'
373,b'040'
374,
375,b'057'
376,
377,
378,b'087'
379,b'242'
380,
381,b'242'
382,b'001'
383,
384,b'057'
385,b'057'
386,b'057'
387,
388,b'115'
389,b'057'
390,b'254'
391,b'087'
392,b'133'
393,b'115'
394,b'057'
395,b'087'
396,b'115'
397,b'115'
398,b'057'
399,b'057'
400,b'001'
401,
402,b'057'
403,b'115'
404,b'105'
405,b'254'
406,b'057'
407,b'057'
408,b'057'
409,b'115'
410,b'057'
411,b'057'
412,
413,b'254'
414,
415,b'001'
416,
417,b'115'
418,
419,b'115'
420,b'057'
421,b'057'
422,b'057'
423,
424,b'115'
425,b'040'
426,
427,b'057'
428,b'001'
429,b'105'
430,b'115'
431,b'105'
432,b'057'
433,b'001'
434,b'001'
435,b'115'
436,
437,b'115'
438,b'087'
439,b'115'
440,b'001'
441,b'001'
442,b'057'
443,b'133'
444,
445,b'122'
446,b'115'
447,b'087'
448,
449,b'057'
450,b'087'
451,b'057'
452,b'133'
453,b'057'
454,
455,b'001'
456,b'057'
457,
458,b'105'
459,b'057'
460,b'057'
461,b'254'
462,b'057'
463,b'057'
464,b'057'
465,b'057'
466,b'115'
467,b'001'
468,b'057'
469,b'057'
470,b'057'
471,b'001'
472,b'057'
473,
474,b'254'
475,b'115'
476,b'057'
477,b'057'
478,
479,b'001'
480,
481,b'057'
482,b'057'
483,b'115'
484,b'057'
485,b'242'
486,b'001'
487,
488,b'057'
489,b'115'
490,b'087'
491,
492,b'001'
493,
494,b'057'
495,b'087'
496,
497,b'057'
498,
499,
500,b'057'
501,b'057'
502,b'057'
503,b'115'
504,b'057'
505,b'001'
506,b'001'
507,b'133'
508,b'087'
509,b'115'
510,b'115'
511,b'001'
512,b'057'
513,b'001'
514,b'057'
515,
516,b'105'
517,
518,b'057'
519,b'115'
520,b'057'
521,
522,
523,b'115'
524,b'057'
525,b'057'
526,b'057'
527,
528,b'115'
529,b'122'
530,b'057'
531,b'115'
532,b'087'
533,b'057'
534,b'057'
535,b'057'
536,b'242'
537,
538,
539,b'242'
540,b'242'
541,b'001'
542,b'115'
543,b'001'
544,b'097'
545,b'001'
546,b'057'
547,b'057'
548,
549,b'122'
550,b'057'
551,b'001'
552,b'057'
553,b'254'
554,b'057'
555,
556,b'057'
557,b'097'
558,
559,b'057'
560,b'001'
561,b'115'
562,b'057'
563,
564,b'358'
565,b'057'
566,b'057'
567,b'242'
568,
569,
570,b'057'
571,b'057'
572,
573,b'115'
574,b'040'
575,b'115'
576,
577,
578,
579,b'057'
580,
581,b'242'
582,b'057'
583,
584,b'115'
585,b'057'
586,b'115'
587,b'057'
588,b'001'
589,b'242'
590,
591,
592,b'097'
593,b'115'
594,b'057'
595,b'057'
596,
597,b'001'
598,b'057'
599,b'133'
600,
601,b'057'
602,b'057'
603,
604,b'001'
605,b'087'
606,
607,b'133'
608,
609,b'133'
610,b'122'
611,b'133'
612,b'057'
613,b'133'
614,b'057'
615,
616,b'001'
617,b'057'
618,b'057'
619,b'105'
620,
621,b'122'
622,
623,b'057'
624,b'057'
625,b'115'
626,b'057'
627,b'057'
628,b'057'
629,b'133'
630,
631,
632,
633,b'057'
634,b'001'
635,b'057'
636,b'057'
637,b'122'
638,b'057'
639,b'358'
640,b'057'
641,
642,b'115'
643,b'057'
644,b'358'
645,b'115'
646,b'057'
647,b'242'
648,b'133'
649,
650,b'057'
651,
652,
653,b'115'
654,b'115'
655,
656,b'254'
657,b'001'
658,b'057'
659,
660,
661,b'057'
662,b'057'
663,b'001'
664,b'057'
665,b'097'
666,
667,b'057'
668,b'057'
669,b'057'
670,b'057'
671,
672,b'133'
673,b'133'
674,b'057'
675,b'057'
676,
677,b'001'
678,b'057'
679,b'057'
680,b'105'
681,
682,
683,b'057'
684,b'001'
685,b'057'
686,
687,b'254'
688,b'057'
689,
690,
691,b'057'
692,b'001'
693,b'057'
694,b'057'
695,b'057'
696,
697,b'057'
698,b'057'
699,b'057'
700,b'087'
701,b'001'
702,b'122'
703,b'001'
704,b'057'
705,b'001'
706,
707,b'057'
708,b'057'
709,b'001'
710,
711,b'057'
712,b'057'
713,
714,b'133'
715,
716,b'087'
717,b'057'
718,b'133'
719,b'001'
720,b'087'
721,b'057'
722,b'133'
723,b'105'
724,b'057'
725,b'057'
726,b'057'
727,b'057'
728,b'057'
729,b'331'
730,b'057'
731,b'057'
732,b'242'
733,b'057'
734,b'057'
735,b'057'
736,b'057'
737,b'097'
738,b'057'
739,b'057'
740,b'081'
741,
742,b'001'
743,b'133'
744,b'057'
745,b'040'
746,b'057'
747,b'001'
748,
749,
750,b'057'
751,b'057'
752,b'057'
753,b'057'
754,b'057'
755,b'001'
756,b'057'
757,b'001'
758,
759,
760,b'057'
761,b'001'
762,b'057'
763,b'057'
764,b'001'
765,b'057'
766,b'057'
767,b'040'
768,b'057'
769,b'057'
770,b'057'
771,b'001'
772,b'001'
773,b'254'
774,
775,
776,
777,b'115'
778,b'115'
779,
780,b'001'
781,b'057'
782,b'057'
783,b'097'
784,
785,b'057'
786,
787,b'057'
788,b'057'
789,
790,b'057'
791,b'057'
792,b'115'
793,b'105'
794,b'115'
795,b'057'
796,b'115'
797,b'133'
798,b'115'
799,b'057'
800,b'122'
801,b'057'
802,b'057'
803,b'115'
804,b'001'
805,b'133'
806,
807,b'057'
808,
809,b'115'
810,
811,b'057'
812,b'057'
813,b'133'
814,b'001'
815,b'001'
816,b'122'
817,b'115'
818,
819,b'057'
820,b'057'
821,b'057'
822,b'242'
823,b'057'
824,b'001'
825,b'057'
826,b'097'
827,
828,b'122'
829,b'115'
830,b'040'
831,b'057'
832,b'057'
833,b'057'
834,b'254'
835,b'057'
836,b'122'
837,b'115'
838,b'115'
839,b'057'
840,b'057'
841,b'115'
842,b'057'
843,b'115'
844,b'057'
845,b'115'
846,b'057'
847,
848,b'001'
849,
850,b'001'
851,b'040'
852,b'057'
853,b'001'
854,b'057'
855,b'057'
856,b'254'
857,b'057'
858,b'057'
859,b'057'
860,b'057'
861,
862,b'057'
863,b'001'
864,b'057'
865,b'001'
866,b'087'
867,b'133'
868,
869,
870,b'057'
871,
872,b'057'
873,b'087'
874,b'057'
875,b'057'
876,b'087'
877,
878,b'057'
879,b'057'
880,b'057'
881,b'001'
882,b'254'
883,b'057'
884,b'057'
885,b'115'
886,b'115'
887,b'057'
888,b'001'
889,b'057'
890,b'057'
891,b'001'
892,
893,b'254'
894,b'001'
895,b'001'
896,b'115'
897,b'133'
898,b'001'
899,
900,b'057'
901,
902,b'001'
903,b'057'
904,b'122'
905,b'057'
906,b'254'
907,b'097'
908,b'087'
909,b'087'
910,
911,
912,b'115'
913,b'057'
914,b'057'
915,b'057'
916,b'105'
917,b'057'
918,
919,b'057'
920,b'001'
921,b'057'
922,b'057'
923,b'057'
924,b'057'
925,
926,b'057'
927,b'057'
928,b'122'
929,b'057'
930,b'122'
931,b'097'
932,b'057'
933,b'057'
934,b'122'
935,
936,b'001'
937,b'057'
938,b'057'
939,b'040'
940,
941,
942,b'001'
943,b'115'
944,
945,b'115'
946,b'057'
947,
948,b'115'
949,
950,b'001'
951,b'115'
952,
953,b'097'
954,b'001'
955,
956,b'057'
957,b'057'
958,b'057'
959,b'001'
960,b'105'
961,b'254'
962,
963,
964,b'122'
965,b'087'
966,
967,b'115'
968,
969,b'057'
970,
971,b'057'
972,b'057'
973,b'001'
974,b'115'
975,b'057'
976,b'001'
977,b'087'
978,b'115'
979,
980,b'057'
981,
982,b'097'
983,
984,b'057'
985,b'087'
986,b'087'
987,b'133'
988,b'001'
989,b'133'
990,b'254'
991,b'057'
992,b'057'
993,b'254'
994,
995,
996,b'122'
997,
998,b'057'
999,
1000,b'057'
1001,b'057'
1002,b'001'
1003,
1004,
1005,
1006,b'115'
1007,b'057'
1008,b'122'
1009,b'087'
1010,b'057'
1011,b'057'
1012,b'057'
1013,b'057'
1014,b'040'
1015,b'115'
1016,
1017,
1018,b'122'
1019,b'087'
1020,b'040'
1021,b'001'
1022,b'057'
1023,b'057'
1024,b'057'
1025,b'057'
1026,b'254'
1027,b'057'
1028,b'057'
1029,
1030,b'057'
1031,b'133'
1032,b'087'
1033,b'057'
1034,b'057'
1035,b'057'
1036,b'057'
1037,b'057'
1038,
1039,b'001'
1040,b'057'
1041,b'057'
1042,b'057'
1043,b'057'
1044,b'122'
1045,
1046,b'057'
1047,
1048,b'057'
1049,b'057'
1050,
1051,b'087'
1052,
1053,
1054,b'001'
1055,b'115'
1056,b'057'
1057,b'057'
1058,b'057'
1059,b'122'
1060,b'057'
1061,b'057'
1062,b'087'
1063,b'057'
1064,b'057'
1065,b'001'
1066,b'057'
1067,b'057'
1068,b'040'
1069,b'057'
1070,b'057'
1071,b'057'
1072,b'057'
1073,b'115'
1074,b'105'
1075,b'057'
1076,b'001'
1077,b'057'
1078,b'057'
1079,b'057'
1080,b'001'
1081,b'057'
1082,b'057'
1083,b'057'
1084,b'057'
1085,b'057'
1086,b'122'
1087,b'057'
1088,b'057'
1089,b'001'
1090,b'001'
1091,b'057'
1092,b'001'
1093,
1094,
1095,b'001'
1096,b'001'
1097,b'133'
1098,b'057'
1099,b'122'
1100,
1101,b'133'
1102,b'057'
1103,b'001'
1104,
1105,
1106,
1107,b'057'
1108,b'057'
1109,b'133'
1110,b'057'
1111,
1112,b'133'
1113,
1114,
1115,b'057'
1116,b'057'
1117,b'057'
1118,b'133'
1119,
1120,b'001'
1121,b'057'
1122,b'001'
1123,b'001'
1124,b'057'
1125,
1126,b'057'
1127,b'001'
1128,b'040'
1129,
1130,b'001'
1131,
1132,b'057'
1133,b'057'
1134,b'133'
1135,b'001'
1136,
1137,
1138,b'057'
1139,b'057'
1140,b'133'
1141,b'097'
1142,
1143,
1144,b'057'
1145,
1146,b'001'
1147,b'087'
1148,b'057'
1149,b'057'
1150,b'040'
1151,
1152,b'040'
1153,b'057'
1154,b'254'
1155,b'057'
1156,b'097'
1157,b'057'
1158,b'057'
1159,b'057'
1160,
1161,b'057'
1162,b'057'
1163,b'001'
1164,b'242'
1165,
1166,b'001'
1167,b'001'
1168,b'057'
1169,b'105'
1170,b'057'
1171,b'115'
1172,b'057'
1173,
1174,b'087'
1175,b'001'
1176,b'057'
1177,b'057'
1178,b'057'
1179,b'001'
1180,b'057'
1181,b'040'
1182,b'057'
1183,b'057'
1184,b'057'
1185,b'057'
1186,b'040'
1187,b'087'
1188,b'097'
1189,b'001'
1190,b'057'
1191,b'057'
1192,b'057'
1193,b'358'
1194,b'057'
1195,b'057'
1196,b'001'
1197,b'057'
1198,b'242'
1199,b'001'
1200,
1201,b'122'
1202,b'057'
1203,b'001'
1204,b'057'
1205,b'115'
1206,
1207,b'057'
1208,b'001'
1209,b'057'
1210,b'115'
1211,b'001'
1212,b'087'
1213,b'133'
1214,b'133'
1215,b'001'
1216,b'057'
1217,b'057'
1218,b'057'
1219,
1220,
1221,
1222,
1223,
1224,b'087'
1225,
1226,b'040'
1227,
1228,
1229,
1230,b'122'
1231,
1232,b'242'
1233,
1234,
1235,
1236,
1237,
1238,
1239,
1240,
1241,
1242,
1243,
1244,
1245,
1246,
1247,
1248,
1249,
1250,
1251,
1252,
1253,
1254,
1255,
1256,
1257,b'057'
1258,b'057'
1259,
1260,
1261,
1262,
1263,b'057'
1264,
1265,
1266,b'057'
1267,
1268,b'122'
1269,
1270,
1271,
1272,
1273,
1274,
1275,b'001'
1276,
1277,b'122'
1278,
1279,
1280,
1281,b'115'
1282,
1283,
1284,
1285,b'001'
1286,
1287,
1288,b'001'
1289,
1290,
1291,
1292,
1293,b'040'
1294,
1295,
1296,
1297,b'040'
1298,
1299,
1300,b'057'
1301,
1302,b'001'
1303,
1304,
1305,b'087'
1306,
1307,
1308,
1309,
1310,
1311,b'057'
1312,
1313,
1314,
1315,b'057'
1316,
1317,
1318,
1319,
1320,
1321,
1322,
1323,b'057'
1324,b'254'
1325,
1326,
1327,
1328,
1329,
1330,b'133'
1331,b'001'
1332,b'057'
1333,b'057'
1334,b'133'
1335,b'057'
1336,b'001'
1337,b'122'
1338,b'105'
1339,
1340,
1341,b'115'
1342,b'057'
1343,b'057'
1344,b'115'
1345,b'001'
1346,b'057'
1347,b'122'
1348,b'115'
1349,b'001'
1350,b'115'
1351,b'087'
1352,b'057'
1353,b'057'
1354,b'001'
1355,b'097'
1356,b'057'
1357,b'057'
1358,
1359,b'001'
1360,b'115'
1361,b'057'
1362,b'040'
1363,b'057'
1364,b'057'
1365,b'057'
1366,b'001'
1367,
1368,b'242'
1369,
1370,b'057'
1371,b'057'
1372,b'001'
1373,b'057'
1374,b'001'
1375,b'115'
1376,b'057'
1377,b'001'
1378,b'057'
1379,
1380,b'040'
1381,b'122'
1382,b'153'
1383,b'115'
1384,b'057'
1385,b'057'
1386,b'057'
1387,b'040'
1388,b'001'
1389,b'001'
1390,b'040'
1391,b'057'
1392,b'081'
1393,b'057'
1394,b'365'
1395,b'242'
1396,
1397,b'115'
1398,b'115'
1399,b'115'
1400,b'115'
1401,b'001'
1402,b'057'
1403,b'057'
1404,b'115'
1405,b'105'
1406,b'057'
1407,b'057'
1408,b'105'
1409,b'057'
1410,
1411,b'097'
1412,b'001'
1413,b'057'
1414,b'115'
1415,b'057'
1416,b'081'
1417,b'001'
1418,b'097'
1419,
1420,b'133'
1421,b'105'
1422,b'105'
1423,
1424,
1425,b'057'
1426,b'057'
1427,b'105'
1428,
1429,b'001'
1430,
1431,b'105'
1432,
1433,b'057'
1434,b'115'
1435,
1436,b'001'
1437,b'105'
1438,
1439,b'057'
1440,b'057'
1441,
1442,
1443,
1444,b'105'
1445,b'105'
1446,
1447,b'040'
1448,
1449,b'105'
1450,
1451,
1452,b'057'
1453,b'105'
1454,b'057'
1455,b'115'
1456,
1457,
1458,b'105'
1459,b'057'
1460,b'254'
1461,
1462,
1463,
1464,b'105'
1465,
1466,
1467,b'040'
1468,b'105'
1469,b'057'
1470,b'001'
1471,b'057'
1472,b'001'
1473,b'105'
1474,
1475,
1476,
1477,
1478,b'087'
1479,b'105'
1480,
1481,b'057'
1482,b'040'
1483,b'057'
1484,
1485,b'105'
1486,b'105'
1487,
1488,b'057'
1489,
1490,b'057'
1491,
1492,
1493,b'122'
1494,
1495,b'081'
1496,b'057'
1497,b'057'
1498,
1499,b'057'
1500,b'057'
1501,b'057'
1502,b'057'
1503,b'057'
1504,b'115'
1505,b'057'
1506,b'040'
1507,b'057'
1508,b'057'
1509,b'105'
1510,
1511,b'105'
1512,b'105'
1513,b'105'
1514,
1515,
1516,b'105'
1517,b'057'
1518,b'105'
1519,b'115'
1520,b'001'
1521,b'001'
1522,
1523,b'057'
1524,b'057'
1525,
1526,
1527,
1528,b'087'
1529,
1530,
1531,b'001'
1532,b'057'
1533,
1534,b'001'
1535,b'057'
1536,b'115'
1537,b'115'
1538,b'115'
1539,b'115'
1540,b'057'
1541,b'115'
1542,b'115'
1543,b'115'
1544,b'115'
1545,b'115'
1546,b'115'
1547,b'115'
1548,b'115'
1549,b'115'
1550,b'115'
1551,b'115'
1552,b'115'
1553,b'115'
1554,b'358'
1555,b'115'
1556,b'133'
1557,b'115'
1558,b'097'
1559,b'115'
1560,b'057'
1561,b'057'
1562,b'057'
1563,b'057'
1564,b'057'
1565,b'097'
1566,b'057'
1567,b'001'
1568,b'115'
1569,b'001'
1570,b'057'
1571,b'057'
1572,b'122'
1573,b'242'
1574,b'057'
1575,b'242'
1576,b'242'
1577,b'242'
1578,b'242'
1579,b'242'
1580,b'057'
1581,b'057'
1582,b'057'
1583,b'242'
1584,b'057'
1585,b'242'
1586,b'057'
1587,b'057'
1588,b'242'
1589,b'242'
1590,b'242'
1591,b'242'
1592,b'242'
1593,b'040'
1594,b'057'
1595,b'057'
1596,b'122'
1597,b'057'
1598,b'242'
1599,b'242'
1600,b'242'
1601,b'242'
1602,b'057'
1603,b'242'
1604,b'242'
1605,b'242'
1606,b'242'
1607,b'242'
1608,b'242'
1609,b'242'
1610,b'040'
1611,b'057'
1612,b'242'
1613,
1614,
1615,b'001'
1616,
1617,b'057'
1618,b'057'
1619,b'115'
1620,b'105'
1621,b'057'
1622,b'365'
1623,b'057'
1624,b'057'
1625,
1626,b'057'
1627,
1628,b'057'
1629,b'001'
1630,b'057'
1631,b'115'
1632,b'057'
1633,b'115'
1634,b'057'
1635,b'057'
1636,b'133'
1637,b'040'
1638,b'001'
1639,b'057'
1640,b'057'
1641,b'057'
1642,
1643,b'057'
1644,b'057'
1645,b'133'
1646,b'365'
1647,b'122'
1648,b'122'
1649,b'115'
1650,b'115'
1651,b'001'
1652,
1653,
1654,b'057'
1655,b'254'
1656,b'087'
1657,b'001'
1658,b'057'
1659,
1660,b'040'
1661,b'057'
1662,b'057'
1663,
1664,b'057'
1665,b'001'
1666,b'001'
1667,
1668,b'087'
1669,b'057'
1670,
1671,b'133'
1672,b'057'
1673,
1674,b'057'
1675,
1676,b'001'
1677,b'057'
1678,b'087'
1679,b'057'
1680,b'057'
1681,
1682,
1683,
1684,b'057'
1685,b'057'
1686,b'115'
1687,b'122'
1688,b'057'
1689,b'001'
1690,b'001'
1691,b'105'
1692,b'057'
1693,b'057'
1694,b'097'
1695,b'087'
1696,b'001'
1697,b'001'
1698,
1699,b'087'
1700,b'001'
1701,b'087'
1702,b'001'
1703,
1704,b'057'
1705,b'105'
1706,
1707,b'057'
1708,b'001'
1709,
1710,b'115'
1711,b'115'
1712,b'057'
1713,b'057'
1714,b'115'
1715,
1716,
1717,b'057'
1718,
1719,b'001'
1720,b'122'
1721,b'133'
1722,b'057'
1723,b'057'
1724,b'057'
1725,
1726,b'115'
1727,b'057'
1728,b'057'
1729,b'057'
1730,
1731,b'133'
1732,b'087'
1733,b'087'
1734,
1735,b'001'
1736,
1737,
1738,b'115'
1739,
1740,
1741,b'331'
1742,b'057'
1743,b'001'
1744,b'115'
1745,b'057'
1746,b'115'
1747,b'001'
1748,b'115'
1749,b'057'
1750,b'057'
1751,b'122'
1752,
1753,b'105'
1754,b'087'
1755,b'105'
1756,b'081'
1757,b'115'
1758,b'057'
1759,b'358'
1760,b'105'
1761,b'057'
1762,b'057'
1763,b'057'
1764,b'057'
1765,
1766,b'057'
1767,b'001'
1768,b'057'
1769,
1770,b'115'
1771,
1772,b'057'
1773,b'115'
1774,b'057'
1775,b'057'
1776,b'057'
1777,
1778,b'122'
1779,b'115'
1780,b'057'
1781,b'358'
1782,
1783,b'081'
1784,b'057'
1785,b'331'
1786,b'115'
1787,b'057'
1788,
1789,b'001'
1790,b'122'
1791,b'115'
1792,b'057'
1793,b'001'
1794,b'115'
1795,b'115'
1796,b'057'
1797,b'057'
1798,b'105'
1799,b'057'
1800,b'001'
1801,b'254'
1802,b'122'
1803,b'057'
1804,b'115'
1805,b'057'
1806,b'057'
1807,b'331'
1808,b'133'
1809,b'115'
1810,b'097'
1811,b'331'
1812,
1813,
1814,b'057'
1815,
1816,b'057'
1817,b'057'
1818,b'001'
1819,b'254'
1820,b'115'
1821,b'057'
1822,b'057'
1823,b'057'
1824,b'365'
1825,b'057'
1826,
1827,b'115'
1828,b'057'
1829,b'057'
1830,
1831,b'057'
1832,b'057'
1833,b'081'
1834,
1835,b'115'
1836,
1837,b'001'
1838,b'001'
1839,b'115'
1840,
1841,
1842,b'254'
1843,b'057'
1844,b'057'
1845,b'057'
1846,b'001'
1847,b'001'
1848,b'081'
1849,b'001'
1850,b'057'
1851,b'057'
1852,b'115'
1853,b'001'
1854,
1855,
1856,b'057'
1857,
1858,b'001'
1859,b'057'
1860,b'057'
1861,b'087'
1862,b'057'
1863,b'057'
1864,
1865,
1866,b'057'
1867,b'057'
1868,b'105'
1869,b'057'
1870,
1871,b'040'
1872,b'001'
1873,b'057'
1874,b'057'
1875,b'087'
1876,b'087'
1877,b'057'
1878,b'057'
1879,b'057'
1880,b'057'
1881,b'358'
1882,b'115'
1883,b'242'
1884,b'122'
1885,b'057'
1886,b'057'
1887,b'040'
1888,b'057'
1889,b'001'
1890,b'057'
1891,b'040'
1892,b'001'
1893,b'001'
1894,b'105'
1895,b'087'
1896,b'001'
1897,b'133'
1898,b'115'
1899,b'057'
1900,b'087'
1901,b'001'
1902,b'040'
1903,b'115'
1904,b'057'
1905,b'097'
1906,
1907,
1908,
1909,b'057'
1910,b'133'
1911,b'087'
1912,b'001'
1913,b'057'
1914,b'122'
1915,b'040'
1916,b'057'
1917,
1918,b'057'
1919,b'057'
1920,b'057'
1921,
1922,b'087'
1923,b'133'
1924,b'057'
1925,b'057'
1926,b'105'
1927,b'057'
1928,b'122'
1929,b'057'
1930,b'122'
1931,
1932,b'122'
1933,b'001'
1934,b'057'
1935,b'358'
1936,b'057'
1937,b'057'
1938,b'133'
1939,b'040'
1940,b'087'
1941,b'001'
1942,b'057'
1943,b'087'
1944,b'057'
1945,b'087'
1946,b'001'
1947,b'057'
1948,b'057'
1949,b'001'
1950,b'040'
1951,b'040'
1952,b'057'
1953,b'097'
1954,b'057'
1955,b'057'
1956,b'001'
1957,b'057'
1958,b'001'
1959,b'057'
1960,
1961,b'254'
1962,b'115'
1963,b'057'
1964,b'122'
1965,b'254'
1966,b'001'
1967,b'057'
1968,b'057'
1969,b'057'
1970,
1971,b'057'
1972,b'001'
1973,
1974,
1975,b'057'
1976,b'057'
1977,b'115'
1978,
1979,b'105'
1980,b'057'
1981,b'040'
1982,b'001'
1983,b'001'
1984,b'057'
1985,b'001'
1986,b'057'
1987,b'115'
1988,b'057'
1989,b'122'
1990,b'057'
1991,
1992,
1993,b'057'
1994,b'001'
1995,b'001'
1996,b'105'
1997,b'122'
1998,
1999,b'358'
2000,b'001'
2001,b'057'
2002,b'057'
2003,b'057'
2004,
2005,b'115'
2006,b'097'
2007,b'115'
2008,b'001'
2009,b'115'
2010,b'001'
2011,b'001'
2012,
2013,b'087'
2014,
2015,
2016,b'001'
2017,
2018,
2019,
2020,b'057'
2021,b'057'
2022,b'115'
2023,
2024,b'122'
2025,
2026,b'115'
2027,
2028,
2029,b'001'
2030,b'001'
2031,
2032,
2033,
2034,
2035,
2036,b'001'
2037,b'001'
2038,
2039,
2040,
2041,
2042,b'001'
2043,b'087'
2044,
2045,b'122'
2046,
2047,
2048,
2049,b'057'
2050,b'057'
2051,
2052,b'001'
2053,b'057'
2054,
2055,
2056,b'133'
2057,b'115'
2058,
2059,b'057'
2060,b'057'
2061,
2062,
2063,b'115'
2064,
2065,b'057'
2066,b'057'
2067,b'115'
2068,b'057'
2069,b'057'
2070,b'057'
2071,b'115'
2072,b'115'
2073,b'365'
2074,b'057'
2075,b'115'
2076,b'365'
2077,b'057'
2078,b'115'
2079,b'122'
2080,b'115'
2081,b'115'
2082,b'115'
2083,
2084,b'040'
2085,b'122'
2086,b'057'
2087,b'057'
2088,b'057'
2089,
2090,b'115'
2091,
2092,b'087'
2093,b'115'
2094,b'115'
2095,
2096,b'001'
2097,b'057'
2098,
2099,b'115'
2100,b'115'
2101,b'057'
2102,b'365'
2103,b'001'
2104,b'115'
2105,b'115'
2106,b'365'
2107,b'001'
2108,b'115'
2109,b'115'
2110,b'115'
2111,b'057'
2112,b'365'
2113,b'057'
2114,
2115,b'057'
2116,b'057'
2117,b'115'
2118,b'087'
2119,
2120,b'001'
2121,b'115'
2122,b'057'
